R_off,k_AA_anti,k_AA_sym,R_AA,Proton Flux (/s),Substrate Flux (/s)
50118.72336272726,2.0,4.0,0.5,0.04474284593633529,0.03265090565212132
63095.734448019364,2.0,4.0,0.5,0.041840245847424185,0.031051975296282775
79432.82347242814,2.0,4.0,0.5,0.03905658429233085,0.029432746181961678
99999.99999999999,2.0,4.0,0.5,0.036388393485629514,0.02780434316843054
125892.54117941686,2.0,4.0,0.5,0.03383380029187069,0.026178013346938644
158489.3192461114,2.0,4.0,0.5,0.03139210645733176,0.02456484342313912
199526.2314968881,2.0,4.0,0.5,0.029063385700116535,0.022975483513518368
251188.64315095794,2.0,4.0,0.5,0.02684811269440578,0.021419892667562453
316227.76601683797,2.0,4.0,0.5,0.024746836787014313,0.01990711936636219
398107.17055349774,2.0,4.0,0.5,0.022759910016131438,0.018445127069784246
501187.233627273,2.0,4.0,0.5,0.020887275077586396,0.017040671013255793
630957.3444801937,2.0,4.0,0.5,0.019128314779209562,0.01569922837648284
794328.2347242812,2.0,4.0,0.5,0.017481760693624743,0.01442498012203066
1000000.0,2.0,4.0,0.5,0.015945655528829403,0.013220839602131959
1258925.4117941686,2.0,4.0,0.5,0.014517361416476722,0.012088520694136759
1584893.1924611116,2.0,4.0,0.5,0.013193604957672465,0.011028636839916539
1995262.3149688807,2.0,4.0,0.5,0.011970549423571078,0.010040821893052675
2511886.431509586,2.0,4.0,0.5,0.010843884844690706,0.00912386398319751
3162277.6601683795,2.0,4.0,0.5,0.009808927644228865,0.008275844496443831
3981071.7055349774,2.0,4.0,0.5,0.008860722765233937,0.007494275533240457
5011872.336272718,2.0,4.0,0.5,0.007994142711637273,0.006776230644308591
6309573.444801937,2.0,4.0,0.5,0.0072039794052869,0.006118465096951586
7943282.347242836,2.0,4.0,0.5,0.006485026135109374,0.00551752326923196
10000000.000000002,2.0,4.0,0.5,0.005832148064320329,0.004969831931843087
12589254.117941689,2.0,4.0,0.5,0.005240340730037442,0.004471779120062504
15848931.924611123,2.0,4.0,0.5,0.004704776710036478,0.00401977901431328
19952623.149688806,2.0,4.0,0.5,0.004220841158366754,0.0036103237522369493
25118864.31509587,2.0,4.0,0.5,0.0037841572525895628,0.003240023415272896
31622776.60168379,2.0,4.0,0.5,0.003390602783936091,0.0029056356019315213
39810717.055349775,2.0,4.0,0.5,0.0030363191919923647,0.002604086052485739
50118723.362727195,2.0,4.0,0.5,0.0027177143294484364,0.002332481757465891
63095734.44801939,2.0,4.0,0.5,0.002431460167542628,0.002088117892597946
79432823.47242837,2.0,4.0,0.5,0.002174486541588145,0.0018684797980902553
100000000.0,2.0,4.0,0.5,0.0019439719058357632,0.0016712410778099837
125892541.179417,2.0,4.0,0.5,0.001737331930761365,0.0014942587466652319
158489319.24611136,2.0,4.0,0.5,0.001552206642614599,0.0013355662112766247
199526231.4968881,2.0,4.0,0.5,0.0013864466805124287,0.0011933647354819801
251188643.15095872,2.0,4.0,0.5,0.0012380991338637151,0.0010660139216389665
316227766.01683795,2.0,4.0,0.5,0.0011053933240283173,0.0009520216325524405
398107170.55349815,2.0,4.0,0.5,0.0009867268091531996,0.0008500336873854362
501187233.62727195,2.0,4.0,0.5,0.0008806518195612071,0.0007588235875167276
630957344.4801942,2.0,4.0,0.5,0.0007858622718627974,0.0006772824638847576
794328234.7242844,2.0,4.0,0.5,0.0007011814618158673,0.0006044093845453815
1000000000.0000029,2.0,4.0,0.5,0.0006255504974697338,0.0005393021185097038
1258925411.794171,2.0,4.0,0.5,0.0005580175039038978,0.00048114841797510666
1584893192.4611251,2.0,4.0,0.5,0.0004977276075966154,0.00042921785445769673
1995262314.968881,2.0,4.0,0.5,0.0004439136909389989,0.00038285422384271657
2511886431.509586,2.0,4.0,0.5,0.00039588789459145445,0.0003414685198975684
3162277660.168384,2.0,4.0,0.5,0.0003530338363462656,0.000304532464391763
3981071705.534988,2.0,4.0,0.5,0.0003147995091350645,0.00027157257383103367
5011872336.272755,2.0,4.0,0.5,0.0002806908171511144,0.0002421647372600779
6309573444.801974,2.0,4.0,0.5,0.00025026570720400413,0.00021592927605583624
7943282347.24286,2.0,4.0,0.5,0.00022312885194815022,0.00019252645465857863
10000000000.0,2.0,4.0,0.5,0.00019892684216992265,0.00017165241039535312
1e-10,3.0,3.0,1.0,0.04952504935557523,-0.04948451887608253
1.2589254117941602e-10,3.0,3.0,1.0,0.04952985981906173,-0.049484384060484596
1.584893192461103e-10,3.0,3.0,1.0,0.04953525719987051,-0.04948423279541331
1.995262314968867e-10,3.0,3.0,1.0,0.049541313100319,-0.049484063073863126
2.51188643150957e-10,3.0,3.0,1.0,0.049548107856311696,-0.04948387264397174
3.162277660168375e-10,3.0,3.0,1.0,0.049555731602165705,-0.049483658979151676
3.981071705534963e-10,3.0,3.0,1.0,0.04956428546514956,-0.04948341924458025
5.011872336272719e-10,3.0,3.0,1.0,0.049573882905506,-0.04948315025960311
6.309573444801887e-10,3.0,3.0,1.0,0.049584651219641014,-0.04948284845555455
7.943282347242791e-10,3.0,3.0,1.0,0.04959673322629951,-0.04948250982843556
9.999999999999972e-10,3.0,3.0,1.0,0.04961028915794399,-0.049482129885823296
1.2589254117941625e-09,3.0,3.0,1.0,0.04962549878223511,-0.04948170358731042
1.5848931924611111e-09,3.0,3.0,1.0,0.04964256378151403,-0.049481225277685496
1.9952623149688807e-09,3.0,3.0,1.0,0.049661710421546205,-0.049480688611972565
2.5118864315095745e-09,3.0,3.0,1.0,0.04968319254454168,-0.04948008647133807
3.1622776601683787e-09,3.0,3.0,1.0,0.04970729492566919,-0.04947941086875608
3.9810717055349615e-09,3.0,3.0,1.0,0.049734337036973955,-0.049478652843185734
5.01187233627272e-09,3.0,3.0,1.0,0.04976467726785246,-0.049477802340865344
6.309573444801932e-09,3.0,3.0,1.0,0.04979871765709442,-0.04947684808215977
7.943282347242797e-09,3.0,3.0,1.0,0.049836909198028266,-0.049475777412206476
1e-08,3.0,3.0,1.0,0.04987975778559221,-0.04947457613339617
1.2589254117941638e-08,3.0,3.0,1.0,0.0499278308822606,-0.049473228317486295
1.584893192461112e-08,3.0,3.0,1.0,0.049981764988784635,-0.04947171609488135
1.995262314968881e-08,3.0,3.0,1.0,0.05004227401574074,-0.04947001941831836
2.5118864315095768e-08,3.0,3.0,1.0,0.050110158663022035,-0.04946811579786269
3.162277660168379e-08,3.0,3.0,1.0,0.050186316926768997,-0.049465980003754136
3.981071705534961e-08,3.0,3.0,1.0,0.0502717558669111,-0.04946358373322589
5.01187233627272e-08,3.0,3.0,1.0,0.050367604783612435,-0.04946089523696093
6.309573444801938e-08,3.0,3.0,1.0,0.05047512996758705,-0.04945787890033683
7.943282347242805e-08,3.0,3.0,1.0,0.05059575120759172,-0.04945449477403624
9.999999999999998e-08,3.0,3.0,1.0,0.05073106025853042,-0.04945069804796509
1.2589254117941638e-07,3.0,3.0,1.0,0.05088284149560883,-0.04944643846171
1.5848931924611122e-07,3.0,3.0,1.0,0.051053095003954455,-0.04944165964398126
1.9952623149688814e-07,3.0,3.0,1.0,0.05124406237911432,-0.04943629837261293
2.511886431509577e-07,3.0,3.0,1.0,0.051458255541889444,-0.049430283745725674
3.162277660168379e-07,3.0,3.0,1.0,0.05169848890102084,-0.049423536253587565
3.9810717055349634e-07,3.0,3.0,1.0,0.05196791522920535,-0.049415966739527833
5.01187233627272e-07,3.0,3.0,1.0,0.052270065651579364,-0.04940747523695912
6.30957344480194e-07,3.0,3.0,1.0,0.052608894180829396,-0.0493979496681358
7.943282347242806e-07,3.0,3.0,1.0,0.05298882726895812,-0.04938726438871451
1e-06,3.0,3.0,1.0,0.053414818881714,-0.04937527856047574
1.2589254117941676e-06,3.0,3.0,1.0,0.053892411636767605,-0.049361834332716355
1.5848931924611126e-06,3.0,3.0,1.0,0.054427804579487135,-0.04934675481081868
1.9952623149688766e-06,3.0,3.0,1.0,0.05502792819878753,-0.049329841788352195
2.5118864315095768e-06,3.0,3.0,1.0,0.05570052730756294,-0.04931087321676904
3.1622776601683788e-06,3.0,3.0,1.0,0.0564542524245084,-0.049289600384328676
3.981071705534973e-06,3.0,3.0,1.0,0.05729876029264575,-0.049265744773349926
5.011872336272719e-06,3.0,3.0,1.0,0.05824482414945252,-0.049238994562272216
6.3095734448019305e-06,3.0,3.0,1.0,0.05930445431768321,-0.04920900073635895
7.943282347242806e-06,3.0,3.0,1.0,0.06049102960670912,-0.04917537276825733
1e-05,3.0,3.0,1.0,0.06181943989153366,-0.04913767382713452
1.2589254117941675e-05,3.0,3.0,1.0,0.06330624005837401,-0.049095415472849915
1.5848931924611124e-05,3.0,3.0,1.0,0.0649698152571011,-0.04904805178976356
1.9952623149688786e-05,3.0,3.0,1.0,0.06683055706423156,-0.04899497291351689
2.5118864315095768e-05,3.0,3.0,1.0,0.06891104971469302,-0.04893549790371255
3.1622776601683795e-05,3.0,3.0,1.0,0.07123626498196192,-0.04886886691620338
3.9810717055349735e-05,3.0,3.0,1.0,0.07383376354659209,-0.04879423263107498
5.01187233627272e-05,3.0,3.0,1.0,0.07673389976158228,-0.0487106508968934
6.309573444801929e-05,3.0,3.0,1.0,0.0799700255657489,-0.04861707055901401
7.943282347242806e-05,3.0,3.0,1.0,0.08357868787811512,-0.04851232245046933
0.0001,3.0,3.0,1.0,0.08759981209273666,-0.0483951075390913
0.00012589254117941672,3.0,3.0,1.0,0.09207686225356579,-0.04826398424515366
0.00015848931924611128,3.0,3.0,1.0,0.09705696610056207,-0.04811735497120756
0.00019952623149688788,3.0,3.0,1.0,0.10259099043393162,-0.04795345192136556
0.0002511886431509577,3.0,3.0,1.0,0.10873354915951926,-0.04777032233267043
0.00031622776601683794,3.0,3.0,1.0,0.1155429230065842,-0.047565813298110236
0.0003981071705534973,3.0,3.0,1.0,0.12308086635027646,-0.047337556431108235
0.000501187233627272,3.0,3.0,1.0,0.13141227299180483,-0.04708295270669191
0.000630957344480193,3.0,3.0,1.0,0.1406046694004515,-0.04679915791657416
0.0007943282347242807,3.0,3.0,1.0,0.15072750115676262,-0.046483069295140574
0.001,3.0,3.0,1.0,0.1618511766273301,-0.04613131401112738
0.0012589254117941675,3.0,3.0,1.0,0.17404583184731748,-0.04574024037461209
0.0015848931924611121,3.0,3.0,1.0,0.18737978290844456,-0.04530591277804843
0.0019952623149688785,3.0,3.0,1.0,0.2019176376655078,-0.04482411156815913
0.0025118864315095773,3.0,3.0,1.0,0.21771804814346055,-0.04429033922398304
0.0031622776601683794,3.0,3.0,1.0,0.23483109945779973,-0.043699834382602734
0.003981071705534973,3.0,3.0,1.0,0.2532953509727667,-0.0430475953905984
0.00501187233627272,3.0,3.0,1.0,0.27313457106392824,-0.042328415143365765
0.006309573444801929,3.0,3.0,1.0,0.29435423788897785,-0.0415369289781426
0.007943282347242805,3.0,3.0,1.0,0.31693791386199094,-0.04066767727758941
0.01,3.0,3.0,1.0,0.34084363893835323,-0.03971518418433948
0.012589254117941663,3.0,3.0,1.0,0.36600052413330314,-0.03867405338948897
0.01584893192461114,3.0,3.0,1.0,0.39230575769009135,-0.03753908131222836
0.019952623149688785,3.0,3.0,1.0,0.41962225705056044,-0.03630538711954804
0.02511886431509577,3.0,3.0,1.0,0.4477772051867725,-0.03496855795103106
0.03162277660168379,3.0,3.0,1.0,0.4765616955218181,-0.03352480645004046
0.03981071705534969,3.0,3.0,1.0,0.5057316728237172,-0.03197113633019569
0.05011872336272724,3.0,3.0,1.0,0.5350102978779337,-0.03030551033342921
0.06309573444801929,3.0,3.0,1.0,0.5640917844305674,-0.028527013704818516
0.07943282347242805,3.0,3.0,1.0,0.5926466642165765,-0.02663600538208991
0.10000000000000002,3.0,3.0,1.0,0.6203283390581721,-0.024634248635726025
0.12589254117941662,3.0,3.0,1.0,0.6467806888564287,-0.02252501303155622
0.15848931924611143,3.0,3.0,1.0,0.671646431457796,-0.020313140394912745
0.1995262314968879,3.0,3.0,1.0,0.6945758833952252,-0.018005068922827182
0.2511886431509577,3.0,3.0,1.0,0.7152357541344377,-0.015608811610945223
0.3162277660168379,3.0,3.0,1.0,0.7333176207104244,-0.013133887539147049
0.39810717055349776,3.0,3.0,1.0,0.7485457698153749,-0.01059120704022862
0.5011872336272725,3.0,3.0,1.0,0.7606841521166319,-0.007992914094672001
0.6309573444801929,3.0,3.0,1.0,0.7695422585846524,-0.005352191230224749
0.7943282347242806,3.0,3.0,1.0,0.774979790897336,-0.002683033625400711
1.0,3.0,3.0,1.0,0.7769100497944897,-9.225911437796634e-18
1.2589254117941686,3.0,3.0,1.0,0.7753020024506895,0.002682051695943073
1.5848931924611143,3.0,3.0,1.0,0.7701810125632852,0.005348235667421305
1.9952623149688788,3.0,3.0,1.0,0.7616282287889743,0.007983908653818166
2.511886431509577,3.0,3.0,1.0,0.7497786349699938,0.010574931332984205
3.1622776601683795,3.0,3.0,1.0,0.7348177768516183,0.013107912939075098
3.9810717055349776,3.0,3.0,1.0,0.7169772014412326,0.015570431559803458
5.011872336272725,3.0,3.0,1.0,0.6965286809793242,0.017951223099688215
6.30957344480193,3.0,3.0,1.0,0.6737773441134216,0.02024033279135135
7.943282347242821,3.0,3.0,1.0,0.6490538985255384,0.0224292244867481
9.999999999999998,3.0,3.0,1.0,0.6227061944761787,0.024510844755180148
12.589254117941689,3.0,3.0,1.0,0.5950904376101414,0.026479640945655608
15.848931924611142,3.0,3.0,1.0,0.5665624015839514,0.02833153464651806
19.95262314968879,3.0,3.0,1.0,0.5374690079762051,0.03006385416259824
25.118864315095824,3.0,3.0,1.0,0.5081406274318707,0.031675231503710155
31.622776601683796,3.0,3.0,1.0,0.4788844116383615,0.0331654707622611
39.81071705534977,3.0,3.0,1.0,0.44997889489396353,0.03453539555344068
50.11872336272725,3.0,3.0,1.0,0.42167001497881684,0.03578668338532014
63.0957344480193,3.0,3.0,1.0,0.3941686063316723,0.03692169447995966
79.43282347242821,3.0,3.0,1.0,0.36764932506678205,0.037943301795755266
100.0,3.0,3.0,1.0,0.34225088456070984,0.038854727948735276
125.89254117941688,3.0,3.0,1.0,0.31807741886148555,0.03965939354211775
158.48931924611142,3.0,3.0,1.0,0.29520075232687226,0.040360780218657986
199.52623149688807,3.0,3.0,1.0,0.27366333772865375,0.0409623106506367
251.18864315095797,3.0,3.0,1.0,0.25348162897676063,0.04146724674650335
316.2277660168379,3.0,3.0,1.0,0.2346496743152184,0.04187860661800805
398.1071705534977,3.0,3.0,1.0,0.21714274626415592,0.04219910032633434
501.1872336272726,3.0,3.0,1.0,0.20092086074843815,0.04243108409784485
630.9573444801938,3.0,3.0,1.0,0.18593207545005203,0.04257653254157587
794.3282347242813,3.0,3.0,1.0,0.17211549312496574,0.042637028373353446
999.9999999999999,3.0,3.0,1.0,0.15940392719382396,0.04261376921100435
1258.9254117941687,3.0,3.0,1.0,0.14772621310905729,0.04250759110401314
1584.893192461114,3.0,3.0,1.0,0.13700916939880517,0.042319008550246236
1995.2623149688807,3.0,3.0,1.0,0.12717922707063717,0.04204827078330349
2511.88643150958,3.0,3.0,1.0,0.11816375579070815,0.04169543403971932
3162.2776601683795,3.0,3.0,1.0,0.10989212070482536,0.04126044929266069
3981.0717055349774,3.0,3.0,1.0,0.10229650577050912,0.04074326453245057
5011.872336272725,3.0,3.0,1.0,0.09531253883098331,0.040143940061019165
6309.573444801935,3.0,3.0,1.0,0.08887975111341856,0.03946277444279992
7943.282347242815,3.0,3.0,1.0,0.08294190000800726,0.03870043774024997
10000.0,3.0,3.0,1.0,0.07744717941957632,0.03785810751291672
12589.254117941686,3.0,3.0,1.0,0.07234833713553643,0.03693760186809211
15848.931924611143,3.0,3.0,1.0,0.06760271391374063,0.035941502751299675
19952.623149688807,3.0,3.0,1.0,0.06317221469927368,0.034873261822324766
25118.864315095798,3.0,3.0,1.0,0.05902321881943482,0.03373728086205415
31622.776601683792,3.0,3.0,1.0,0.055126433413737,0.032538958875947106
39810.71705534978,3.0,3.0,1.0,0.051456692888570965,0.03128469904199334
50118.72336272726,3.0,3.0,1.0,0.04799270690312195,0.029981870460465736
63095.734448019364,3.0,3.0,1.0,0.044716760230946936,0.028638722258974306
79432.82347242814,3.0,3.0,1.0,0.041614369602651136,0.02726425082289992
99999.99999999999,3.0,3.0,1.0,0.03867390499440766,0.025868024468543728
125892.54117941686,3.0,3.0,1.0,0.035886185364487226,0.02445997337000301
158489.3192461114,3.0,3.0,1.0,0.033244061095910715,0.02305015556573143
199526.2314968881,3.0,3.0,1.0,0.030741996950129125,0.021648512011043234
251188.64315095794,3.0,3.0,1.0,0.02837566985102296,0.020264624613666585
316227.76601683797,3.0,3.0,1.0,0.026141595138526916,0.018907490853795464
398107.17055349774,3.0,3.0,1.0,0.024036793083273236,0.01758532699582678
501187.233627273,3.0,3.0,1.0,0.022058504642981074,0.016305409269474713
630957.3444801937,3.0,3.0,1.0,0.020203962007951003,0.01507395908852238
794328.2347242812,3.0,3.0,1.0,0.018470215835098898,0.01389607480686909
1000000.0,3.0,3.0,1.0,0.016854017610340364,0.012775709096953464
1258925.4117941686,3.0,3.0,1.0,0.015351752641833857,0.011715688117464238
1584893.1924611116,3.0,3.0,1.0,0.013959416994848874,0.010717766445435628
1995262.3149688807,3.0,3.0,1.0,0.012672630330003981,0.00978271038482869
2511886.431509586,3.0,3.0,1.0,0.011486676080575096,0.008910401713936153
3162277.6601683795,3.0,3.0,1.0,0.010396560591486052,0.008099954090611613
3981071.7055349774,3.0,3.0,1.0,0.00939708357716186,0.0073498350345734325
5011872.336272718,3.0,3.0,1.0,0.008482913351871024,0.006657987465948472
6309573.444801937,3.0,3.0,1.0,0.0076486615668909744,0.006021946022568169
7943282.347242836,3.0,3.0,1.0,0.006888953503730836,0.005438944656251377
10000000.000000002,3.0,3.0,1.0,0.006198491209004985,0.004906013208399209
12589254.117941689,3.0,3.0,1.0,0.005572107840757898,0.004420061714577705
15848931.924611123,3.0,3.0,1.0,0.0050048124896922685,0.0039779520483081855
19952623.149688806,3.0,3.0,1.0,0.004491825431656026,0.003576557176035817
25118864.31509587,3.0,3.0,1.0,0.004028604269861084,0.00321280876827459
31622776.60168379,3.0,3.0,1.0,0.0036108617591309,0.0028837342187620378
39810717.055349775,3.0,3.0,1.0,0.003234576298706731,0.0025864842927830513
50118723.362727195,3.0,3.0,1.0,0.0028959961649400612,0.002318352687739906
63095734.44801939,3.0,3.0,1.0,0.002591638559008476,0.0020767887719196935
79432823.47242837,3.0,3.0,1.0,0.00231828449251869,0.0018594046960438287
100000000.0,3.0,3.0,1.0,0.002072970446046789,0.0016639779670096337
125892541.179417,3.0,3.0,1.0,0.001852977628406436,0.0014884504502274327
158489319.24611136,3.0,3.0,1.0,0.0016558195497061114,0.0013309246379751634
199526231.4968881,3.0,3.0,1.0,0.001479228507492958,0.001189657894555104
251188643.15095872,3.0,3.0,1.0,0.0013211414780348965,0.0010630552701811683
316227766.01683795,3.0,3.0,1.0,0.0011796858073698175,0.0009496613676472463
398107170.55349815,3.0,3.0,1.0,0.0010531650107948958,0.0008481516504678602
501187233.62727195,3.0,3.0,1.0,0.0009400449154407746,0.0007573234987060636
630957344.4801942,3.0,3.0,1.0,0.0008389403181468928,0.0006760872486925524
794328234.7242844,3.0,3.0,1.0,0.0007486022792069916,0.000603457394392762
1000000000.0000029,3.0,3.0,1.0,0.0006679061305983599,0.0005385440801296659
1258925411.794171,3.0,3.0,1.0,0.0005958402438439039,0.000480544975448315
1584893192.4611251,3.0,3.0,1.0,0.0005314955764729053,0.00042873759184052114
1995262314.968881,3.0,3.0,1.0,0.000474055995995248,0.0003824720766273634
2511886431.509586,3.0,3.0,1.0,0.00042278936533425874,0.0003411645004201672
3162277660.168384,3.0,3.0,1.0,0.00037703936284171156,0.00030429064026628923
3981071705.534988,3.0,3.0,1.0,0.0003362180025345171,0.0002713802499810381
5011872336.272755,3.0,3.0,1.0,0.0002997988153556534,0.00024201180154208578
6309573444.801974,3.0,3.0,1.0,0.0002673106494918561,0.00021580767616281572
7943282347.24286,3.0,3.0,1.0,0.00023833204659798893,0.0001924297802553266
10000000000.0,3.0,3.0,1.0,0.00021248615079046511,0.0001715755595217083
1e-10,4.0,2.0,2.0,0.05665086809226304,-0.056623594925249855
1.2589254117941602e-10,4.0,2.0,2.0,0.05665412194938781,-0.05662352104885502
1.584893192461103e-10,4.0,2.0,2.0,0.05665777281210429,-0.05662343815804987
1.995262314968867e-10,4.0,2.0,2.0,0.056661869115941635,-0.05662334515287697
2.51188643150957e-10,4.0,2.0,2.0,0.05666646520478002,-0.056623240799155504
3.162277660168375e-10,4.0,2.0,2.0,0.05667162205134409,-0.05662312371210109
3.981071705534963e-10,4.0,2.0,2.0,0.0566774080654974,-0.056622992337946605
5.011872336272719e-10,4.0,2.0,2.0,0.056683900001022566,-0.05662284493331964
6.309573444801887e-10,4.0,2.0,2.0,0.05669118397286681,-0.05662267954210288
7.943282347242791e-10,4.0,2.0,2.0,0.05669935659828611,-0.05662249396946965
9.999999999999972e-10,4.0,2.0,2.0,0.056708526276947675,-0.056622285752750204
1.2589254117941625e-09,4.0,2.0,2.0,0.056718814626873254,-0.056622052128741045
1.5848931924611111e-09,4.0,2.0,2.0,0.05673035809514641,-0.05662178999702326
1.9952623149688807e-09,4.0,2.0,2.0,0.05674330976459262,-0.056621495878802025
2.5118864315095745e-09,4.0,2.0,2.0,0.056757841380199694,-0.05662116587072065
3.1622776601683787e-09,4.0,2.0,2.0,0.056774145621905484,-0.056620795593033894
3.9810717055349615e-09,4.0,2.0,2.0,0.056792438653585714,-0.056620380131452465
5.01187233627272e-09,4.0,2.0,2.0,0.05681296298165109,-0.056619913971883755
6.309573444801932e-09,4.0,2.0,2.0,0.056835990660667475,-0.05661939092720126
7.943282347242797e-09,4.0,2.0,2.0,0.0568618268878815,-0.05661880405506691
1e-08,4.0,2.0,2.0,0.05689081403352656,-0.056618145565712076
1.2589254117941638e-08,4.0,2.0,2.0,0.05692333615935433,-0.05661740671844865
1.584893192461112e-08,4.0,2.0,2.0,0.05695982408404655,-0.05661657770552942
1.995262314968881e-08,4.0,2.0,2.0,0.05700076106108492,-0.05661564752181005
2.5118864315095768e-08,4.0,2.0,2.0,0.057046689142357554,-0.05661460381847111
3.162277660168379e-08,4.0,2.0,2.0,0.05709821630935016,-0.056613432738847363
3.981071705534961e-08,4.0,2.0,2.0,0.05715602446328541,-0.05661211873416949
5.01187233627272e-08,4.0,2.0,2.0,0.05722087837612963,-0.056610644356752345
6.309573444801938e-08,4.0,2.0,2.0,0.057293635716078276,-0.05660899002786027
7.943282347242805e-08,4.0,2.0,2.0,0.05737525827406074,-0.056607133777137456
9.999999999999998e-08,4.0,2.0,2.0,0.05746682453206708,-0.05660505095010466
1.2589254117941638e-07,4.0,2.0,2.0,0.05756954372980798,-0.05660271387979196
1.5848931924611122e-07,4.0,2.0,2.0,0.0576847716034579,-0.05660009151808544
1.9952623149688814e-07,4.0,2.0,2.0,0.05781402798910909,-0.05659714902181979
2.511886431509577e-07,4.0,2.0,2.0,0.05795901650414166,-0.056593847288023066
3.162277660168379e-07,4.0,2.0,2.0,0.05812164654206888,-0.05659014243202691
3.9810717055349634e-07,4.0,2.0,2.0,0.05830405784055547,-0.05658598520136062
5.01187233627272e-07,4.0,2.0,2.0,0.05850864790823569,-0.05658132031746307
6.30957344480194e-07,4.0,2.0,2.0,0.05873810262358424,-0.056576085736238915
7.943282347242806e-07,4.0,2.0,2.0,0.05899543034827081,-0.0565702118173521
1e-06,4.0,2.0,2.0,0.059283999927895174,-0.05656362039086777
1.2589254117941676e-06,4.0,2.0,2.0,0.05960758298434483,-0.05655622370840494
1.5848931924611126e-06,4.0,2.0,2.0,0.05997040093565801,-0.05654792326432347
1.9952623149688766e-06,4.0,2.0,2.0,0.06037717721038722,-0.05653860847061524
2.5118864315095768e-06,4.0,2.0,2.0,0.06083319515291354,-0.05652815516707325
3.1622776601683788e-06,4.0,2.0,2.0,0.06134436214245622,-0.05651642394593573
3.981071705534973e-06,4.0,2.0,2.0,0.06191728046967523,-0.05650325826752143
5.011872336272719e-06,4.0,2.0,2.0,0.06255932552817703,-0.05648848234032908
6.3095734448019305e-06,4.0,2.0,2.0,0.06327873188061046,-0.05647189873564378
7.943282347242806e-06,4.0,2.0,2.0,0.06408468774612706,-0.05645328570281119
1e-05,4.0,2.0,2.0,0.06498743842247144,-0.05643239414697099
1.2589254117941675e-05,4.0,2.0,2.0,0.06599839909518784,-0.056408944226117946
1.5848931924611124e-05,4.0,2.0,2.0,0.0671302773901567,-0.05638262151884705
1.9952623149688786e-05,4.0,2.0,2.0,0.06839720588379797,-0.05635307270797816
2.5118864315095768e-05,4.0,2.0,2.0,0.06981488458555053,-0.056319900718422966
3.1622776601683795e-05,4.0,2.0,2.0,0.07140073313495081,-0.05628265924013046
3.9810717055349735e-05,4.0,2.0,2.0,0.0731740520933628,-0.05624084655874821
5.01187233627272e-05,4.0,2.0,2.0,0.07515619223781365,-0.05619389860783554
6.309573444801929e-05,4.0,2.0,2.0,0.07737073015810716,-0.056141181147203956
7.943282347242806e-05,4.0,2.0,2.0,0.0798436476922039,-0.056081980962496676
0.0001,4.0,2.0,2.0,0.0826035117801349,-0.0560154959718698
0.00012589254117941672,4.0,2.0,2.0,0.08568165014332539,-0.055940824117230115
0.00015848931924611128,4.0,2.0,2.0,0.08911231677415385,-0.05585695091085541
0.00019952623149688788,4.0,2.0,2.0,0.09293283952252096,-0.05576273550470442
0.0002511886431509577,4.0,2.0,2.0,0.09718374007120965,-0.0556568951511716
0.00031622776601683794,4.0,2.0,2.0,0.10190881429068162,-0.05553798793299598
0.0003981071705534973,4.0,2.0,2.0,0.1071551583663104,-0.05540439365986635
0.000501187233627272,4.0,2.0,2.0,0.11297312323480385,-0.05525429286438582
0.000630957344480193,4.0,2.0,2.0,0.11941617682946562,-0.05508564388606194
0.0007943282347242807,4.0,2.0,2.0,0.12654065054750227,-0.05489615811579664
0.001,4.0,2.0,2.0,0.13440534341750582,-0.054683273593229983
0.0012589254117941675,4.0,2.0,2.0,0.14307095494733127,-0.05444412731471063
0.0015848931924611121,4.0,2.0,2.0,0.1525993159566219,-0.05417552683082976
0.0019952623149688785,4.0,2.0,2.0,0.1630523863366227,-0.05387392199944824
0.0025118864315095773,4.0,2.0,2.0,0.17449099023085526,-0.05353537812140817
0.0031622776601683794,4.0,2.0,2.0,0.18697326327930033,-0.05315555212621575
0.003981071705534973,4.0,2.0,2.0,0.20055279404618015,-0.05272967399137078
0.00501187233627272,4.0,2.0,2.0,0.21527645325807396,-0.05225253615796466
0.006309573444801929,4.0,2.0,2.0,0.23118192057491194,-0.051718494316789966
0.007943282347242805,4.0,2.0,2.0,0.24829493957151424,-0.05112148353234786
0.01,4.0,2.0,2.0,0.2666263572222986,-0.0504550541698224
0.012589254117941663,4.0,2.0,2.0,0.28616903359744794,-0.0497124323873165
0.01584893192461114,4.0,2.0,2.0,0.30689473900971265,-0.04888660992127978
0.019952623149688785,4.0,2.0,2.0,0.32875118689215377,-0.04797046737851756
0.02511886431509577,4.0,2.0,2.0,0.3516593777524797,-0.046956934104707776
0.03162277660168379,4.0,2.0,2.0,0.37551144849987866,-0.04583918580546908
0.03981071705534969,4.0,2.0,2.0,0.4001692279343708,-0.04461087839364737
0.05011872336272724,4.0,2.0,2.0,0.4254636893528328,-0.04326641307212736
0.06309573444801929,4.0,2.0,2.0,0.4511954624669167,-0.0418012236239299
0.07943282347242805,4.0,2.0,2.0,0.4771365186512401,-0.040212072624805764
0.10000000000000002,4.0,2.0,2.0,0.5030330781699031,-0.0384973393326913
0.12589254117941662,4.0,2.0,2.0,0.5286097106223088,-0.03665727897499517
0.15848931924611143,4.0,2.0,2.0,0.5535745181330783,-0.034694231711108164
