R_off,k_AA_anti,k_AA_sym,R_AA,Proton Flux (/s),Substrate Flux (/s)
2511886.431509586,1.0,5.0,0.2,0.01011798218271332,0.009257200561530782
3162277.6601683795,1.0,5.0,0.2,0.009152491964083572,0.008385332236566647
3981071.7055349774,1.0,5.0,0.2,0.00826761837297265,0.007583899695952994
5011872.336272718,1.0,5.0,0.2,0.00745873674612281,0.006849384545203681
6309573.444801937,1.0,5.0,0.2,0.006721092450144009,0.006178018496405545
7943282.347242836,1.0,5.0,0.2,0.006049892783951745,0.005565888185891697
10000000.000000002,1.0,5.0,0.2,0.0054403845331039485,0.005009024275820881
12589254.117941689,1.0,5.0,0.2,0.004887917348669164,0.004503475151497653
15848931.924611123,1.0,5.0,0.2,0.004387993733414072,0.004045366123555237
19952623.149688806,1.0,5.0,0.2,0.0039363068189215995,0.003630945433001516
25118864.31509587,1.0,5.0,0.2,0.003528767344448891,0.0032566185732873735
31622776.60168379,1.0,5.0,0.2,0.00316152133952326,0.0029189725245855973
39810717.055349775,1.0,5.0,0.2,0.0028309600029952997,0.0026147914768771497
50118723.362727195,1.0,5.0,0.2,0.0025337231926587244,0.0023410655313285816
63095734.44801939,1.0,5.0,0.2,0.002266697817312822,0.002094993739473582
79432823.47242837,1.0,5.0,0.2,0.002027012277422632,0.001873982686973084
100000000.0,1.0,5.0,0.2,0.0018120279463064405,0.0016756416681558764
125892541.179417,1.0,5.0,0.2,0.0016193285315967696,0.0014977753396320794
158489319.24611136,1.0,5.0,0.2,0.0014467080135027364,0.0013383745928987512
199526231.4968881,1.0,5.0,0.2,0.001292157726257722,0.001195606251081147
251188643.15095872,1.0,5.0,0.2,0.001153853034084397,0.0010678020757458977
316227766.01683795,1.0,5.0,0.2,0.001030139953583263,0.0009534474665735681
398107170.55349815,1.0,5.0,0.2,0.0009195219901947137,0.000851170149090095
501187233.62727195,1.0,5.0,0.2,0.0008206473862244699,0.0007597290725173672
630957344.4801942,1.0,5.0,0.2,0.0007322969204471299,0.0006780036796664681
794328234.7242844,1.0,5.0,0.2,0.0006533723529617365,0.0006049836620795717
1000000000.0000029,1.0,5.0,0.2,0.00058288557220687,0.0005397592747390227
1258925411.794171,1.0,5.0,0.2,0.000519948472369866,0.0004815122540968869
1584893192.4611251,1.0,5.0,0.2,0.00046376356748933944,0.00042950735955518373
1995262314.968881,1.0,5.0,0.2,0.0004136153321467234,0.00038308454061872704
2511886431.509586,1.0,5.0,0.2,0.00036886224672248084,0.0003416517186809533
3162277660.168384,1.0,5.0,0.2,0.0003289295168596598,0.00030467816287436613
3981071705.534988,1.0,5.0,0.2,0.0002933024312774509,0.00027168843285148677
5011872336.272755,1.0,5.0,0.2,0.0002615203187839905,0.00024225685711900554
6309573444.801974,1.0,5.0,0.2,0.00023317106373642465,0.00021600251310021682
7943282347.24286,1.0,5.0,0.2,0.00020788613886980726,0.00019258467402014933
10000000000.0,1.0,5.0,0.2,0.00018533611502920657,0.00017169868764851685
1e-10,2.0,4.0,0.5,0.03957257683389891,-0.03951916522986092
1.2589254117941602e-10,2.0,4.0,0.5,0.03957888446450522,-0.03951895602181552
1.584893192461103e-10,2.0,4.0,0.5,0.039585961650434646,-0.03951872128842463
1.995262314968867e-10,2.0,4.0,0.5,0.03959390226781584,-0.03951845791561622
2.51188643150957e-10,2.0,4.0,0.5,0.039602811641230126,-0.03951816240947108
3.162277660168375e-10,2.0,4.0,0.5,0.039612807939037646,-0.03951783084990743
3.981071705534963e-10,2.0,4.0,0.5,0.03962402373854561,-0.03951745883872267
5.011872336272719e-10,2.0,4.0,0.5,0.039636607781636,-0.03951704144130596
6.309573444801887e-10,2.0,4.0,0.5,0.039650726943957236,-0.03951657312125215
7.943282347242791e-10,2.0,4.0,0.5,0.03966656844356971,-0.039516047667014484
9.999999999999972e-10,2.0,4.0,0.5,0.039684342318049376,-0.039515458109628816
1.2589254117941625e-09,2.0,4.0,0.5,0.03970428420253803,-0.03951479663042581
1.5848931924611111e-09,2.0,4.0,0.5,0.039726658445123325,-0.03951405445751583
1.9952623149688807e-09,2.0,4.0,0.5,0.03975176160028494,-0.03951322174968618
2.5118864315095745e-09,2.0,4.0,0.5,0.03977992634600151,-0.039512287466184993
3.1622776601683787e-09,2.0,4.0,0.5,0.039811525875541424,-0.039511239220684155
3.9810717055349615e-09,2.0,4.0,0.5,0.03984697882100947,-0.03951006311750781
5.01187233627272e-09,2.0,4.0,0.5,0.03988675477246851,-0.03950874356798486
6.309573444801932e-09,2.0,4.0,0.5,0.039931380463966736,-0.039507263084527754
7.943282347242797e-09,2.0,4.0,0.5,0.03998144670615818,-0.03950560204975447
1e-08,2.0,4.0,0.5,0.04003761615449373,-0.03950373845765235
1.2589254117941638e-08,2.0,4.0,0.5,0.040100632012268454,-0.039501647623427276
1.584893192461112e-08,2.0,4.0,0.5,0.04017132777923957,-0.039499301858286866
1.995262314968881e-08,2.0,4.0,0.5,0.04025063816917239,-0.039496670104965624
2.5118864315095768e-08,2.0,4.0,0.5,0.04033961133363945,-0.039493717529311544
3.162277660168379e-08,2.0,4.0,0.5,0.040439422544787544,-0.03949040506271071
3.981071705534961e-08,2.0,4.0,0.5,0.04055138950670854,-0.039486688889523926
5.01187233627272e-08,2.0,4.0,0.5,0.04067698948359525,-0.039482519873043874
6.309573444801938e-08,2.0,4.0,0.5,0.040817878453123,-0.039477842912744414
7.943282347242805e-08,2.0,4.0,0.5,0.0409759125155395,-0.0394725962247814
9.999999999999998e-08,2.0,4.0,0.5,0.04115317181281547,-0.03946671053681316
1.2589254117941638e-07,2.0,4.0,0.5,0.041351987237907506,-0.03946010818722604
1.5848931924611122e-07,2.0,4.0,0.5,0.041574970241673365,-0.03945270211778278
1.9952623149688814e-07,2.0,4.0,0.5,0.041825046074128444,-0.03944439474754167
2.511886431509577e-07,2.0,4.0,0.5,0.04210549082733256,-0.03943507671463031
3.162277660168379e-07,2.0,4.0,0.5,0.04241997267890021,-0.03942462547109372
3.9810717055349634e-07,2.0,4.0,0.5,0.04277259776741712,-0.0394129037145694
5.01187233627272e-07,2.0,4.0,0.5,0.04316796116320795,-0.039399757638990375
6.30957344480194e-07,2.0,4.0,0.5,0.04361120342890552,-0.03938501498486863
7.943282347242806e-07,2.0,4.0,0.5,0.04410807329279135,-0.03936848286800816
1e-06,2.0,4.0,0.5,0.044664996982082976,-0.0393499453637344
1.2589254117941676e-06,2.0,4.0,0.5,0.04528915478090161,-0.03932916082196113
1.5848931924611126e-06,2.0,4.0,0.5,0.045988565385508696,-0.03930585888667864
1.9952623149688766e-06,2.0,4.0,0.5,0.04677217862366466,-0.03927973719180505
2.5118864315095768e-06,2.0,4.0,0.5,0.04764997708071559,-0.0392504577038788
3.1622776601683788e-06,2.0,4.0,0.5,0.04863308712606914,-0.03921764268088614
3.981071705534973e-06,2.0,4.0,0.5,0.04973389975241217,-0.03918087021575509
5.011872336272719e-06,2.0,4.0,0.5,0.05096620151689008,-0.03913966933287106
6.3095734448019305e-06,2.0,4.0,0.5,0.05234531569699819,-0.03909351460660026
7.943282347242806e-06,2.0,4.0,0.5,0.05388825353023226,-0.03904182027250578
1e-05,2.0,4.0,0.5,0.055613875079045985,-0.03898393380502954
1.2589254117941675e-05,2.0,4.0,0.5,0.057543058831907155,-0.03891912894028088
1.5848931924611124e-05,2.0,4.0,0.5,0.05969887859470369,-0.03884659812967387
1.9952623149688786e-05,2.0,4.0,0.5,0.06210678551887932,-0.03876544442002564
2.5118864315095768e-05,2.0,4.0,0.5,0.06479479222520397,-0.03867467276897419
3.1622776601683795e-05,2.0,4.0,0.5,0.06779365488472736,-0.038573180821873575
3.9810717055349735e-05,2.0,4.0,0.5,0.07113704778024806,-0.0384597491984044
5.01187233627272e-05,2.0,4.0,0.5,0.07486172326304215,-0.03833303136475565
6.309573444801929e-05,2.0,4.0,0.5,0.07900764811580843,-0.038191543201112434
7.943282347242806e-05,2.0,4.0,0.5,0.08361810511838332,-0.038033652414964335
0.0001,2.0,4.0,0.5,0.08873974608817949,-0.03785756799886047
0.00012589254117941672,2.0,4.0,0.5,0.09442257985734795,-0.037661329986782996
0.00015848931924611128,2.0,4.0,0.5,0.10071987561352241,-0.037442799825879496
0.00019952623149688788,2.0,4.0,0.5,0.10768795887939184,-0.037199651748736066
0.0002511886431509577,2.0,4.0,0.5,0.11538587431082255,-0.03692936560355465
0.00031622776601683794,2.0,4.0,0.5,0.12387488670650583,-0.03662922167211978
0.0003981071705534973,2.0,4.0,0.5,0.13321778949251384,-0.03629629807337415
0.000501187233627272,2.0,4.0,0.5,0.14347798892858246,-0.03592747140710883
0.000630957344480193,2.0,4.0,0.5,0.15471833294639303,-0.03551942132926379
0.0007943282347242807,2.0,4.0,0.5,0.1669996565412521,-0.03506863975754563
0.001,2.0,4.0,0.5,0.18037902173392587,-0.034571445372353
0.0012589254117941675,2.0,4.0,0.5,0.19490764004334432,-0.03402400399213783
0.0015848931924611121,2.0,4.0,0.5,0.2106284798187048,-0.03342235525469451
0.0019952623149688785,2.0,4.0,0.5,0.22757358010070786,-0.03276244582070514
0.0025118864315095773,2.0,4.0,0.5,0.2457611169472373,-0.03204016903412058
0.0031622776601683794,2.0,4.0,0.5,0.2651922968067913,-0.03125141063646223
0.003981071705534973,2.0,4.0,0.5,0.28584818320988803,-0.030392099762444762
0.00501187233627272,2.0,4.0,0.5,0.3076865955125517,-0.029458264080580308
0.006309573444801929,2.0,4.0,0.5,0.3306392484572057,-0.028446087636985647
0.007943282347242805,2.0,4.0,0.5,0.35460932489883007,-0.02735196977646928
0.01,2.0,4.0,0.5,0.37946968671659775,-0.026172583518048794
0.012589254117941663,2.0,4.0,0.5,0.4050619263824392,-0.02490493200914969
0.01584893192461114,2.0,4.0,0.5,0.4311964405168389,-0.023546402206081157
0.019952623149688785,2.0,4.0,0.5,0.4576536654648807,-0.02209481571902557
0.02511886431509577,2.0,4.0,0.5,0.484186554479304,-0.020548477753557483
0.03162277660168379,2.0,4.0,0.5,0.510524300516578,-0.018906226151265818
0.03981071705534969,2.0,4.0,0.5,0.536377224866033,-0.017167483495155587
0.05011872336272724,2.0,4.0,0.5,0.5614426689489345,-0.015332315877364906
0.06309573444801929,2.0,4.0,0.5,0.5854116545946687,-0.013401501996215391
0.07943282347242805,2.0,4.0,0.5,0.6079760259993434,-0.011376615560699068
0.10000000000000002,2.0,4.0,0.5,0.6288357608623563,-0.009260122418257709
0.12589254117941662,2.0,4.0,0.5,0.6477061414030655,-0.007055491393090487
0.15848931924611143,2.0,4.0,0.5,0.6643245060929921,-0.004767314683114584
0.1995262314968879,2.0,4.0,0.5,0.6784563538496946,-0.0024014301252525804
0.2511886431509577,2.0,4.0,0.5,0.6899006350335068,3.496585092998321e-05
0.3162277660168379,2.0,4.0,0.5,0.6984941276246087,0.002533228660539084
0.39810717055349776,2.0,4.0,0.5,0.7041148530014621,0.005083215211620365
0.5011872336272725,2.0,4.0,0.5,0.7066845268679524,0.007673288655578134
0.6309573444801929,2.0,4.0,0.5,0.7061700637872884,0.01029039217225249
0.7943282347242806,2.0,4.0,0.5,0.7025841591705162,0.01292020161277403
1.0,2.0,4.0,0.5,0.6959849647386267,0.015547360750128103
1.2589254117941686,2.0,4.0,0.5,0.686474859332738,0.01815579537299903
1.5848931924611143,2.0,4.0,0.5,0.6741983045672965,0.0207290943320741
1.9952623149688788,2.0,4.0,0.5,0.6593387718690933,0.023250937950137492
2.511886431509577,2.0,4.0,0.5,0.6421147396444277,0.02570554803508308
3.1622776601683795,2.0,4.0,0.5,0.6227747892499776,0.02807813005122119
3.9810717055349776,2.0,4.0,0.5,0.6015918748755316,0.0303552774498378
5.011872336272725,2.0,4.0,0.5,0.5788569003401514,0.032525310914791744
6.30957344480193,2.0,4.0,0.5,0.5548717970685251,0.0345785310096651
7.943282347242821,2.0,4.0,0.5,0.5299423524204561,0.036507370625738576
9.999999999999998,2.0,4.0,0.5,0.5043710765412465,0.038306442618856504
12.589254117941689,2.0,4.0,0.5,0.47845041147062023,0.03997248687886934
15.848931924611142,2.0,4.0,0.5,0.452456574406647,0.04150422870408942
19.95262314968879,2.0,4.0,0.5,0.4266442880804958,0.042902165954613436
25.118864315095824,2.0,4.0,0.5,0.4012425896478319,0.044168305625963564
31.622776601683796,2.0,4.0,0.5,0.37645183305646684,0.04530587121687549
39.81071705534977,2.0,4.0,0.5,0.35244191791567786,0.04631900089866876
50.11872336272725,2.0,4.0,0.5,0.32935169985852886,0.047212453585540486
63.0957344480193,2.0,4.0,0.5,0.3072894711131555,0.047991336200249805
79.43282347242821,2.0,4.0,0.5,0.28633435079649394,0.048660861342915154
100.0,2.0,4.0,0.5,0.26653839469076057,0.04922614070354343
125.89254117941688,2.0,4.0,0.5,0.24792922358566644,0.049692016257460885
158.48931924611142,2.0,4.0,0.5,0.23051297515237162,0.05006292873262613
199.52623149688807,2.0,4.0,0.5,0.21427740291589006,0.05034282108589573
251.18864315095797,2.0,4.0,0.5,0.19919497286142784,0.05053507371607542
316.2277660168379,2.0,4.0,0.5,0.18522583936966347,0.05064246775581027
398.1071705534977,2.0,4.0,0.5,0.17232061398553347,0.050667172873630484
501.1872336272726,2.0,4.0,0.5,0.16042287031791172,0.05061075642986077
630.9573444801938,2.0,4.0,0.5,0.14947135439720685,0.050474211426338934
794.3282347242813,2.0,4.0,0.5,0.13940189116876298,0.05025800135108625
999.9999999999999,2.0,4.0,0.5,0.1301489942220783,0.04996212064824002
1258.9254117941687,2.0,4.0,0.5,0.12164719757442675,0.04958617006348984
1584.893192461114,2.0,4.0,0.5,0.11383213586209416,0.04912944646489392
1995.2623149688807,2.0,4.0,0.5,0.10664140330755087,0.048591046870111836
2511.88643150958,2.0,4.0,0.5,0.10001522302545438,0.04796998628689702
3162.2776601683795,2.0,4.0,0.5,0.09389695726644733,0.047265328569369436
3981.0717055349774,2.0,4.0,0.5,0.08823348666313639,0.04647632879907541
5011.872336272725,2.0,4.0,0.5,0.08297548293961544,0.045602584729844214
6309.573444801935,2.0,4.0,0.5,0.07807759529784744,0.04464419363115874
7943.282347242815,2.0,4.0,0.5,0.073498566162471,0.0436019095055162
10000.0,2.0,4.0,0.5,0.06920128746899117,0.04247729426291105
12589.254117941686,2.0,4.0,0.5,0.06515280451136332,0.04127285517457635
15848.931924611143,2.0,4.0,0.5,0.06132427079719978,0.039992159997341875
19952.623149688807,2.0,4.0,0.5,0.057690854642078,0.03863992077409104
25118.864315095798,2.0,4.0,0.5,0.05423159657693521,0.03722203767570896
31622.776601683792,2.0,4.0,0.5,0.05092921618212094,0.03574559550455946
39810.71705534978,2.0,4.0,0.5,0.04776986773209658,0.03421880768506472
