R_off,k_AA,Proton Flux (/s),Substrate Flux (/s)
9.999999999999998e-08,100.0,0.1302410879452508,-0.0968257770346279
1.2589254117941638e-07,100.0,0.13430914737090902,-0.09682050070501566
1.5848931924611122e-07,100.0,0.13887256361366895,-0.09681458051374288
1.9952623149688814e-07,100.0,0.14399151526460807,-0.09680793788442905
2.511886431509577e-07,100.0,0.14973345560552961,-0.09680048464950598
3.162277660168379e-07,100.0,0.15617398266453478,-0.09679212187904958
3.9810717055349634e-07,100.0,0.16339781090840277,-0.0967827385664894
5.01187233627272e-07,100.0,0.17149985581323718,-0.09677221015368147
6.30957344480194e-07,100.0,0.18058644363095427,-0.0967603968756767
7.943282347242806e-07,100.0,0.1907766598020687,-0.09674714190310495
1e-06,100.0,0.20220385064329588,-0.09673226925737953
1.2589254117941676e-06,100.0,0.21501729414430307,-0.09671558147088252
1.5848931924611126e-06,100.0,0.22938405691642533,-0.09669685696086537
1.9952623149688766e-06,100.0,0.24549105551249734,-0.09667584708195483
2.5118864315095768e-06,100.0,0.2635473414337995,-0.09665227281783342
3.1622776601683788e-06,100.0,0.28378663009445265,-0.09662582106780988
3.981071705534973e-06,100.0,0.3064700947425909,-0.09659614047854778
5.011872336272719e-06,100.0,0.331889446733846,-0.09656283676509744
6.3095734448019305e-06,100.0,0.36037032347832426,-0.09652546745851495
7.943282347242806e-06,100.0,0.39227600466212875,-0.0964835360096412
1e-05,100.0,0.42801147575827925,-0.09643648516998948
1.2589254117941675e-05,100.0,0.4680278551145007,-0.09638368956101633
1.5848931924611124e-05,100.0,0.5128271966970017,-0.09632444733224926
1.9952623149688786e-05,100.0,0.5629676744637202,-0.09625797079668216
2.5118864315095768e-05,100.0,0.6190691458329688,-0.09618337591842635
3.1622776601683795e-05,100.0,0.6818190801990256,-0.09609967051271272
3.9810717055349735e-05,100.0,0.7519788232086362,-0.09600574100188963
5.01187233627272e-05,100.0,0.8303901477160162,-0.09590033755299006
6.309573444801929e-05,100.0,0.9179820170207393,-0.09578205740275227
7.943282347242806e-05,100.0,1.0157774540882638,-0.09564932615472986
0.0001,100.0,1.124900370785043,-0.09550037681052959
0.00012589254117941672,100.0,1.2465821624990772,-0.09533322627364595
0.00015848931924611128,100.0,1.3821678146417007,-0.09514564904046596
0.00019952623149688788,100.0,1.5331211973313876,-0.09493514776983669
0.0002511886431509577,100.0,1.7010291422109465,-0.09469892040169457
0.00031622776601683794,100.0,1.8876038005034828,-0.09443382347897485
0.0003981071705534973,100.0,2.094682674519324,-0.09413633131872706
0.000501187233627272,100.0,2.324225597517356,-0.09380249068283404
0.000630957344480193,100.0,2.578307812400531,-0.09342787062263563
0.0007943282347242807,100.0,2.859108173738319,-0.0930075072242767
0.001,100.0,3.1688913785121913,-0.09253584307515936
0.0012589254117941675,100.0,3.509983030799341,-0.0920066614230664
0.0015848931924611121,100.0,3.884736280541015,-0.09141301523010262
0.0019952623149688785,100.0,4.2954887673297435,-0.09074715166158145
0.0025118864315095773,100.0,4.744508672045086,-0.09000043303059871
0.0031622776601683794,100.0,5.233928861192048,-0.08916325588537484
0.003981071705534973,100.0,5.765668432002677,-0.0882249708292584
0.00501187233627272,100.0,6.3413414607728695,-0.08717380685928726
0.006309573444801929,100.0,6.962153446885688,-0.08599680555684767
0.007943282347242805,100.0,7.628786842965397,-0.0846797724151929
0.01,100.0,8.341278160541387,-0.08320725497467127
0.012589254117941663,100.0,9.09889040572338,-0.08156256024596142
0.01584893192461114,100.0,9.899985960942029,-0.07972782704775803
0.019952623149688785,100.0,10.7419063775919,-0.07768417216278085
0.02511886431509577,100.0,11.620866732701947,-0.07541193224681961
0.03162277660168379,100.0,12.531873053012346,-0.07289102560188479
0.03981071705534969,100.0,13.46867163285606,-0.07010145836101113
0.05011872336272724,100.0,14.423738694645522,-0.06702399715400661
0.06309573444801929,100.0,15.388317639138581,-0.0636410235282128
0.07943282347242805,100.0,16.352509068701373,-0.0599375728412052
0.10000000000000002,100.0,17.305415915390302,-0.05590254089017597
0.12589254117941662,100.0,18.23534256700764,-0.05153001491773108
0.15848931924611143,100.0,19.130043172681468,-0.04682065309885653
0.1995262314968879,100.0,19.977010716504843,-0.0417830016398939
0.2511886431509577,100.0,20.76379538297665,-0.03643460724275715
0.3162277660168379,100.0,21.47833855852993,-0.030802763160534395
0.39810717055349776,100.0,22.109307757021817,-0.02492472847497438
0.5011872336272725,100.0,22.6464178950848,-0.01884728996681254
0.6309573444801929,100.0,23.08072556674692,-0.01262559660855859
0.7943282347242806,100.0,23.404885010835976,-0.0063212833353886565
1.0,100.0,23.613356967996154,1.2358013601667284e-18
1.2589254117941686,100.0,23.702564210441466,0.006271446363691742
1.5848931924611143,100.0,23.6709898902789,0.012428063618033327
1.9952623149688788,100.0,23.51921681973994,0.018409468191839005
2.511886431509577,100.0,23.249907360021094,0.024162236374536128
3.1622776601683795,100.0,22.867724889821666,0.02964162017372062
3.9810717055349776,100.0,22.379199069308363,0.03481253066610011
5.011872336272725,100.0,21.792538529537605,0.03964979145343405
6.30957344480193,100.0,21.11739633826914,0.044137748931393106
7.943282347242821,100.0,20.36459561788754,0.048269382206496916
9.999999999999998,100.0,19.54582486164922,0.05204507989010994
12.589254117941689,100.0,18.673314526171616,0.05547124731879035
15.848931924611142,100.0,17.759508025043473,0.0585588841534018
19.95262314968879,100.0,16.816740986105987,0.06132223823267573
25.118864315095824,100.0,15.856942338957236,0.06377760526618666
31.622776601683796,100.0,14.891369400515547,0.06594231126271927
39.81071705534977,100.0,13.930386730094531,0.06783388864644523
50.11872336272725,100.0,12.983295390305589,0.0694694387414207
63.0957344480193,100.0,12.058215737130752,0.07086516214186134
79.43282347242821,100.0,11.162023365841065,0.0720360330904656
100.0,100.0,10.300334718056725,0.07299559278469733
125.89254117941688,100.0,9.477536379846372,0.07375583805293467
158.48931924611142,100.0,8.696850424753167,0.07432718489255598
199.52623149688807,100.0,7.960427311911857,0.074718490059692
251.18864315095797,100.0,7.269457768318677,0.07493711765273099
316.2277660168379,100.0,6.624295624543617,0.0749890410748032
398.1071705534977,100.0,6.0245845568114165,0.07487897369412483
501.1872336272726,100.0,5.469382932580048,0.07461052385103366
630.9573444801938,100.0,4.957282297599908,0.07418637155410103
794.3282347242813,100.0,4.486516349313534,0.0736084652634274
999.9999999999999,100.0,4.055058422501019,0.07287823758971407
1258.9254117941687,100.0,3.6607065138836585,0.0719968385632707
1584.893192461114,100.0,3.301155670335541,0.07096538437843179
1995.2623149688807,100.0,2.97405816187888,0.06978521824599423
2511.88643150958,100.0,2.6770722733916505,0.06845817827200404
3162.2776601683795,100.0,2.407900804744868,0.06698686525513013
3981.0717055349774,100.0,2.16432049836555,0.06537490114487252
5011.872336272725,100.0,1.9442036461561705,0.06362716687917606
6309.573444801935,100.0,1.7455330916971028,0.06175000672710291
7943.282347242815,100.0,1.566411762054944,0.05975138543467967
10000.0,100.0,1.4050677551368767,0.0576409847331939
12589.254117941686,100.0,1.2598558877815196,0.05543022737488629
15848.931924611143,100.0,1.12925648709456,0.053132219936412685
19952.623149688807,100.0,1.0118720899702551,0.05076161011333045
25118.864315095798,100.0,0.9064226075846954,0.04833435983465661
31622.776601683792,100.0,0.8117394150678225,0.045867441750986636
39810.71705534978,100.0,0.7267587421638847,0.04337847281773138
50118.72336272726,100.0,0.6505146680258392,0.040885304054360395
63095.734448019364,100.0,0.5821319612915323,0.0384055894047717
79432.82347242814,100.0,0.5208189539251716,0.03595635842040117
99999.99999999999,100.0,0.46586059263929935,0.033553616979598896
125892.54117941686,100.0,0.4166117738673424,0.03121199751384365
158489.3192461114,100.0,0.37249103630376384,0.028944475615936778
199526.2314968881,100.0,0.33297465828070827,0.02676216407775528
251188.64315095794,100.0,0.29759118521097583,0.024674189087319096
316227.76601683797,100.0,0.2659163946149022,0.022687647240881875
398107.17055349774,100.0,0.23756869251655974,0.020807636808477078
501187.233627273,100.0,0.21220492487295964,0.019037352747173778
630957.3444801937,100.0,0.18951658076637828,0.01737823247619255
794328.2347242812,100.0,0.16922635986900103,0.01583013839260891
1000000.0,100.0,0.1510850746723519,0.01439156333234623
1258925.4117941686,100.0,0.13486885765231554,0.013059846383275961
1584893.1924611116,100.0,0.12037664443662292,0.011831388310427344
1995262.3149688807,100.0,0.10742790573650961,0.0107018580442009
2511886.431509586,100.0,0.0958606029533516,0.009666383944659034
3162277.6601683795,100.0,0.08552934470969456,0.008719725687167718
3981071.7055349774,100.0,0.07630372389360258,0.007856424484542652
5011872.336272718,100.0,0.06806681702320966,0.007070930898541965
6309573.444801937,100.0,0.06071382976550856,0.006357710679467464
7943282.347242836,100.0,0.05415087425013392,0.0057113299233296794
10000000.000000002,100.0,0.04829386540252588,0.005126521390641283
12589254.117941689,100.0,0.04306752489554512,0.004598234139895355
15848931.924611123,100.0,0.03840448250718449,0.004121668745442536
19952623.149688806,100.0,0.03424446570052041,0.00369230034420847
25118864.31509587,100.0,0.030533569136125507,0.003305891632693237
31622776.60168379,100.0,0.027223596609967704,0.0029584977514697363
39810717.055349775,100.0,0.0242714686011794,0.0026464647775526146
50118723.362727195,100.0,0.021638689230210076,0.00236642331682346
63095734.44801939,100.0,0.019290866981656662,0.00211527846413972
79432823.47242837,100.0,0.01719728404751801,0.0018901971876433073
100000000.0,100.0,0.015330509603362446,0.0016885940019276391
125892541.179417,100.0,0.01366605274774736,0.00150811562495203
158489319.24611136,100.0,0.012182051218587332,0.0013466251666299318
199526231.4968881,100.0,0.010858992352432744,0.0012021862721705867
251188643.15095872,100.0,0.009679463076492447,0.001073047538955011
316227766.01683795,100.0,0.008627926020893033,0.0009576274399272183
398107170.55349815,100.0,0.007690519112002116,0.0008544999169352007
501187233.62727195,100.0,0.006854876258294976,0.0007623807519066322
630957344.4801942,100.0,0.006109966969733269,0.0006801147800486211
794328234.7242844,100.0,0.00544595296136916,0.0006066639754576554
1000000000.0000029,100.0,0.004854059983233043,0.0005410964138687843
1258925411.794171,100.0,0.004326463292808915,0.0004825760982428109
1584893192.4611251,100.0,0.003856185344788974,0.00043035361918576697
1995262314.968881,100.0,0.0034370044165259422,0.0003837576127202044
2511886431.509586,100.0,0.0030633730178148055,0.00034218697177075454
3162277660.168384,100.0,0.002730345051424866,0.0003051037641362081
3981071705.534988,100.0,0.0024335107972032082,0.0002720268080860222
5011872336.272755,100.0,0.0021689388885601396,0.00024252585654829225
6309573444.801974,100.0,0.0019331245366376766,0.00021621634175524772
7943282347.24286,100.0,0.001722943335311757,0.00019275463387074762
10000000000.0,100.0,0.0015356100501790477,0.00017183376929861196
1e-10,1000.0,0.1028486949314584,-0.09951838567634909
1.2589254117941602e-10,1000.0,0.10325466519170008,-0.0995180029860502
1.584893192461103e-10,1000.0,0.10371016970305608,-0.09951757360286119
1.995262314968867e-10,1000.0,0.10422125214076734,-0.09951709183000607
2.51188643150957e-10,1000.0,0.1047946935118854,-0.09951655127575755
3.162277660168375e-10,1000.0,0.10543810209537172,-0.0995159447686809
3.981071705534963e-10,1000.0,0.10616001434930307,-0.09951526426254782
5.011872336272719e-10,1000.0,0.1069700081214965,-0.09951450072966125
6.309573444801887e-10,1000.0,0.10787882966243595,-0.09951364404118064
7.943282347242791e-10,1000.0,0.10889853612166334,-0.09951268283286605
9.999999999999972e-10,1000.0,0.1100426554131612,-0.09951160435446797
1.2589254117941625e-09,1000.0,0.11132636556435314,-0.09951039430077353
1.5848931924611111e-09,1000.0,0.11276669592015225,-0.09950903662207998
1.9952623149688807e-09,1000.0,0.11438275286131243,-0.09950751331159591
2.5118864315095745e-09,1000.0,0.11619597301888497,-0.09950580416696979
3.1622776601683787e-09,1000.0,0.11823040732798147,-0.09950388652280491
3.9810717055349615e-09,1000.0,0.12051303966892196,-0.09950173495064456
5.01187233627272e-09,1000.0,0.12307414429732519,-0.09949932092248376
6.309573444801932e-09,1000.0,0.12594768677251794,-0.09949661243339328
7.943282347242797e-09,1000.0,0.12917177366217267,-0.09949357357831118
1e-08,1000.0,0.13278915693739896,-0.09949016407746367
1.2589254117941638e-08,1000.0,0.13684779968449953,-0.09948633874421704
1.584893192461112e-08,1000.0,0.14140151055595715,-0.09948204688842441
1.995262314968881e-08,1000.0,0.14651065527360257,-0.0994772316475058
2.5118864315095768e-08,1000.0,0.15224295449198985,-0.09947182923658246
3.162277660168379e-08,1000.0,0.15867437844152324,-0.09946576810796316
3.981071705534961e-08,1000.0,0.16589015001177207,-0.09945896800914136
5.01187233627272e-08,1000.0,0.17398586931983825,-0.09945133892719449
6.309573444801938e-08,1000.0,0.18306877435211147,-0.09944277990607263
7.943282347242805e-08,1000.0,0.1932591539871042,-0.0994331777217026
9.999999999999998e-08,1000.0,0.20469193162056817,-0.09942240539810747
1.2589254117941638e-07,1000.0,0.21751843974143184,-0.09941032054583211
1.5848931924611122e-07,1000.0,0.23190840816930833,-0.09939676350186132
1.9952623149688814e-07,1000.0,0.24805219128371686,-0.09938155524789755
2.511886431509577e-07,1000.0,0.2661632624751923,-0.0993644950813264
3.162277660168379e-07,1000.0,0.28648100725336345,-0.0993453580104132
3.9810717055349634e-07,1000.0,0.30927384998158686,-0.09932389184224485
5.01187233627272e-07,1000.0,0.33484275309634437,-0.0992998139286402
6.30957344480194e-07,1000.0,0.36352513193594294,-0.09927280753170474
7.943282347242806e-07,1000.0,0.3956992329685833,-0.09924251776689434
1e-06,1000.0,0.43178902829257165,-0.09920854707740182
1.2589254117941676e-06,1000.0,0.47226968479378395,-0.09917045018940525
1.5848931924611126e-06,1000.0,0.5176736722918867,-0.09912772849326118
1.9952623149688766e-06,1000.0,0.5685975813803764,-0.09907982379115443
2.5118864315095768e-06,1000.0,0.6257097284436798,-0.09902611134711387
3.1622776601683788e-06,1000.0,0.6897586324738952,-0.09896589217079348
3.981071705534973e-06,1000.0,0.7615824557389327,-0.09889838446217745
5.011872336272719e-06,1000.0,0.8421195079649733,-0.0988227141406125
6.3095734448019305e-06,1000.0,0.9324199213343012,-0.09873790437859994
7.943282347242806e-06,1000.0,1.033658611048875,-0.09864286405898053
1e-05,1000.0,1.147149643177551,-0.09853637507400162
1.2589254117941675e-05,1000.0,1.2743621375999772,-0.0984170783868943
1.5848931924611124e-05,1000.0,1.4169378385700906,-0.09828345878178875
1.9952623149688786e-05,1000.0,1.5767104880816203,-0.09813382823702682
2.5118864315095768e-05,1000.0,1.7557271369742047,-0.09796630787138721
3.1622776601683795e-05,1000.0,1.9562715244885893,-0.0977788084338718
3.9810717055349735e-05,1000.0,2.1808896474004484,-0.09756900933726673
5.01187233627272e-05,1000.0,2.4324176232366206,-0.09733433627575737
6.309573444801929e-05,1000.0,2.714011926307429,-0.09707193751989585
7.943282347242806e-05,1000.0,3.029182037807802,-0.09677865905098833
0.0001,1000.0,3.3818254989398753,-0.09645101878465966
0.00012589254117941672,1000.0,3.776265285166345,-0.09608518024344201
0.00015848931924611128,1000.0,4.217289325911358,-0.09567692617440611
0.00019952623149688788,1000.0,4.710191872145017,-0.09522163277381183
0.0002511886431509577,1000.0,5.260816258426145,-0.09471424537993613
0.00031622776601683794,1000.0,5.875598409520067,-0.09414925673037207
0.0003981071705534973,1000.0,6.561610197418231,-0.09352068915257801
0.000501187233627272,1000.0,7.326601454831306,-0.09282208236552697
0.000630957344480193,1000.0,8.179039088347476,-0.09204648891191461
0.0007943282347242807,1000.0,9.128141301347803,-0.0911864796058242
0.001,1000.0,10.183904427785782,-0.09023416175499224
0.0012589254117941675,1000.0,11.357119290046361,-0.0891812132766705
0.0015848931924611121,1000.0,12.659373328566046,-0.0880189361382342
0.0019952623149688785,1000.0,14.103034015391874,-0.08673833277300709
0.0025118864315095773,1000.0,15.701208275120795,-0.08533020919020724
0.0031622776601683794,1000.0,17.467671823660684,-0.0837853083445355
0.003981071705534973,1000.0,19.416761542784432,-0.08209447687405247
0.00501187233627272,1000.0,21.563223300938073,-0.08024886746705186
0.006309573444801929,1000.0,23.922007095914548,-0.07824017779498273
0.007943282347242805,1000.0,26.508001146659716,-0.07606092508051412
0.01,1000.0,29.335696740887883,-0.07370475292307332
0.012589254117941663,1000.0,32.418776419484814,-0.07116676399992326
0.01584893192461114,1000.0,35.76961963525987,-0.06844386879973093
0.019952623149688785,1000.0,39.39872255872406,-0.06553513682854747
0.02511886431509577,1000.0,43.31403240368327,-0.062442133069077616
0.03162277660168379,1000.0,47.520201659979726,-0.05916921929688747
0.03981071705534969,1000.0,52.01777402587387,-0.05572379766973492
0.05011872336272724,1000.0,56.80232158688605,-0.052116473346947544
0.06309573444801929,1000.0,61.86356168308565,-0.048361114252530236
0.07943282347242805,1000.0,67.18449151955924,-0.04447478980467246
0.10000000000000002,1000.0,72.74058822988576,-0.04047757657623167
0.12589254117941662,1000.0,78.49913086001455,-0.036392227167850164
0.15848931924611143,1000.0,84.41870742248321,-0.03224370843656471
0.1995262314968879,1000.0,90.44897344472433,-0.02805862565863277
0.2511886431509577,1000.0,96.53072695475575,-0.023864559020953916
0.3162277660168379,1000.0,102.59635745938257,-0.01968934678999795
0.39810717055349776,1000.0,108.57071245513568,-0.015560354526705162
0.5011872336272725,1000.0,114.37240432573185,-0.011503771093600961
0.6309573444801929,1000.0,119.91555393236071,-0.007543969734746252
0.7943282347242806,1000.0,125.11193652322308,-0.003702966544469033
1.0,1000.0,129.87346332397885,4.31223827783573e-18
1.2589254117941686,1000.0,134.11490141667517,0.0035487549404365163
1.5848931924611143,1000.0,137.75670850888443,0.006930335123672339
1.9952623149688788,1000.0,140.72784085481686,0.010135006392726168
2.511886431509577,1000.0,142.96838409668177,0.013156164001775357
3.1622776601683795,1000.0,144.43185931050067,0.015990136062128617
3.9810717055349776,1000.0,145.08707011706636,0.018635912843160372
5.011872336272725,1000.0,144.91938038075045,0.021094825458933264
6.30957344480193,1000.0,143.93134397199597,0.023370196261503075
7.943282347242821,1000.0,142.14264594683812,0.025466980654762873
9.999999999999998,1000.0,139.5893555769785,0.027391416584567452
12.589254117941689,1000.0,136.32253303072258,0.02915069415022632
15.848931924611142,1000.0,132.4062701716042,0.030752654023035026
19.95262314968879,1000.0,127.9152789880732,0.03220551993889804
25.118864315095824,1000.0,122.93216594266875,0.033517667631360784
31.622776601683796,1000.0,117.54454492602824,0.034697430268554035
39.81071705534977,1000.0,111.84214427142518,0.03575293875775268
50.11872336272725,1000.0,105.91405430609068,0.03669199413792651
63.0957344480193,1000.0,99.84624231455189,0.03752196861669016
79.43282347242821,1000.0,93.71943386376016,0.038249731532744836
100.0,1000.0,87.60742635474128,0.03888159654652088
125.89254117941688,1000.0,81.57586598800319,0.03942328659582041
158.48931924611142,1000.0,75.68148650232376,0.039879913527427674
199.52623149688807,1000.0,69.97177991390919,0.040255969771541264
251.18864315095797,1000.0,64.48504796946632,0.04055532991909878
316.2277660168379,1000.0,59.25076900817487,0.04078126056073528
398.1071705534977,1000.0,54.29020829442775,0.040936437228535474
501.1872336272726,1000.0,49.61719974760965,0.041022967733645554
630.9573444801938,1000.0,45.23903197280598,0.041042421604543966
794.3282347242813,1000.0,41.157379995934384,0.04099586569462419
999.9999999999999,1000.0,37.36923457562558,0.04088390633564146
1258.9254117941687,1000.0,33.86779206088284,0.040706738655204786
1584.893192461114,1000.0,30.643278452282765,0.04046420383804419
1995.2623149688807,1000.0,27.683690900261382,0.040155855174351045
2511.88643150958,1000.0,24.975447937874257,0.03978103368241849
3162.2776601683795,1000.0,22.50394614981873,0.039338953893085164
3981.0717055349774,1000.0,20.254025762271826,0.03882880001649098
5011.872336272725,1000.0,18.210350957558227,0.03824983215841154
6309.573444801935,1000.0,16.357712797270793,0.03760150150538313
7943.282347242815,1000.0,14.681263723191718,0.036883572463854035
10000.0,1000.0,13.166692936190383,0.036096248652545834
12589.254117941686,1000.0,11.800351743292351,0.035240298474645985
15848.931924611143,1000.0,10.569337392600582,0.034317174838661695
19952.623149688807,1000.0,9.46154312881793,0.033329122589793696
25118.864315095798,1000.0,8.46568130848617,0.03227926652005894
31622.776601683792,1000.0,7.571285493178121,0.03117167261699354
39810.71705534978,1000.0,6.768696545086935,0.030011375643004108
50118.72336272726,1000.0,6.049036917196092,0.028804367317111425
63095.734448019364,1000.0,5.404176578887162,0.027557541323186135
79432.82347242814,1000.0,4.82669335596142,0.026278594011304283
99999.99999999999,1000.0,4.309829892625218,0.02497588279047939
125892.54117941686,1000.0,3.847448958160283,0.02365824752348899
158489.3192461114,1000.0,3.4339884160105463,0.022334803348514027
199526.2314968881,1000.0,3.064416839611704,0.021014715874603067
251188.64315095794,1000.0,2.734190488673261,0.019706971288957223
316227.76601683797,1000.0,2.4392121430794176,0.01842015435092635
398107.17055349774,1000.0,2.1757921208502644,0.017162246467836685
501187.233627273,1000.0,1.9406116741166264,0.01594045416138058
630957.3444801937,1000.0,1.730688856017045,0.014761075501207315
794328.2347242812,1000.0,1.543346875857407,0.013629408866048626
1000000.0,1000.0,1.3761849046468233,0.012549705088246049
1258925.4117941686,1000.0,1.2270512539010616,0.011525161009506072
1584893.1924611116,1000.0,1.0940188237977506,0.010557950005201032
1995262.3149688807,1000.0,0.9753626994615344,0.009649283289853343
2511886.431509586,1000.0,0.8695397640320178,0.008799494848399033
3162277.6601683795,1000.0,0.7751701924033964,0.008008142595665494
3981071.7055349774,1000.0,0.6910206887176337,0.007274118726866548
5011872.336272718,1000.0,0.6159893327664689,0.006595763022280509
6309573.444801937,1000.0,0.5490919045917668,0.005970973938732584
7943282.347242836,1000.0,0.4894495621445671,0.005397313503356366
10000000.000000002,1000.0,0.43627775339279484,0.004872103195461753
12589254.117941689,1000.0,0.3888762513900354,0.004392509070170568
15848931.924611123,1000.0,0.3466202082504557,0.003955615288026695
19952623.149688806,1000.0,0.30895213150077405,0.003558485943583991
25118864.31509587,1000.0,0.2753746937334745,0.003198215631809289
31622776.60168379,1000.0,0.24544429374129986,0.0028719695686089267
39810717.055349775,1000.0,0.2187652942807726,0.002577014314658886
50118723.362727195,1000.0,0.19498486822837297,0.002310740267589555
63095734.44801939,1000.0,0.17378839111602562,0.002070677114074174
79432823.47242837,1000.0,0.15489532383977395,0.0018545033957240481
100000000.0,1000.0,0.13805553471813192,0.0016600512624341836
125892541.179417,1000.0,0.12304601503711422,0.00148530738132941
158489319.24611136,1000.0,0.10966794676791727,0.0013284108520512268
199526231.4968881,1000.0,0.0977440852973281,0.0011876488594841188
251188643.15095872,1000.0,0.08711642379087865,0.0010614506797739015
316227766.01683795,1000.0,0.07764410923765294,0.0009483805488224866
398107170.55349815,1000.0,0.06920158332805053,0.0008471298066743851
501187233.62727195,1000.0,0.06167692411652996,0.0007565086473019743
630957344.4801942,1000.0,0.05497036694496362,0.0006754377312710296
794328234.7242844,1000.0,0.04899298537253375,0.0006029398580362623
1000000000.0000029,1000.0,0.043665514897680745,0.0005381318442255421
1258925411.794171,1000.0,0.038917304087863945,0.0004802167130876295
1584893192.4611251,1000.0,0.034685379373644264,0.00042847626711022024
1995262314.968881,1000.0,0.030913611233259683,0.00038226408949858183
2511886431.509586,1000.0,0.02755197080935433,0.0003409989996529999
3162277660.168384,1000.0,0.024555867176291404,0.0003041589720131866
3981071705.534988,1000.0,0.021885556528625696,0.00027127551578442474
5011872336.272755,1000.0,0.019505615501628538,0.00024192850437608002
6309573444.801974,1000.0,0.017384471674805373,0.00021574143723268637
7943282347.24286,1000.0,0.01549398505959153,0.0001923771125888792
10000000000.0,1000.0,0.01380907504226703,0.00017153368709105934
