External pH,Proton Flux (/s),Substrate Flux (/s)
5.4,-2.621911682593293,0.05425486090432793
5.4192307692307695,-2.620318689615246,0.05420950584637256
5.438461538461539,-2.618654162429849,0.05416213476571615
5.457692307692308,-2.61691491630677,0.05411265980283992
5.476923076923077,-2.6150976272492423,0.05406098942960513
5.496153846153846,-2.6131988261337393,0.05400702831079648
5.515384615384615,-2.611214892624015,0.05395067716181862
5.534615384615385,-2.6091420488527666,0.05389183260257691
5.5538461538461545,-2.606976352864146,0.053830387007591546
5.573076923076924,-2.604713691810377,0.05376622835241386
5.592307692307693,-2.602349774895766,0.05369924005643598
5.611538461538462,-2.599880126061446,0.05362930082220894
5.630769230769231,-2.5973000764042946,0.05355628447141126
5.65,-2.5946047563236094,0.05348005977763983
5.6692307692307695,-2.5917890873892744,0.05340049029622693
5.688461538461539,-2.588847773925365,0.053317434191322385
5.707692307692308,-2.5857752943034105,0.053230744060519364
5.726923076923077,-2.582565891939823,0.0531402667573432
5.746153846153846,-2.579213565992379,0.05304584321196946
5.765384615384615,-2.575712061751042,0.052947308250586085
5.784615384615385,-2.5720548607189495,0.0528444904138688
5.8038461538461545,-2.568235170379886,0.052737211775096486
5.823076923076924,-2.564245913649253,0.05262528775849553
5.842307692307693,-2.560079718006252,0.05250852695846953
5.861538461538462,-2.5557289043057874,0.052386730960442
5.880769230769231,-2.551185475269547,0.05225969416411711
5.9,-2.546441103656667,0.05212720361004473
5.9192307692307695,-2.5414871201155824,0.05198903881046432
5.938461538461539,-2.536314500719825,0.051844971585493144
5.957692307692308,-2.5309138541919647,0.051694765905823614
5.976923076923077,-2.5252754088213227,0.05153817774319685
5.996153846153846,-2.519388999082772,0.051374954930028215
6.015384615384615,-2.513244051965691,0.051204837029674426
6.034615384615385,-2.5068295730240995,0.05102755521895028
6.0538461538461545,-2.5001341321610813,0.05084283218462617
6.073076923076924,-2.4931458491629055,0.05065038203576531
6.092307692307693,-2.4858523790006832,0.05044991023389076
6.111538461538462,-2.4782408969200507,0.05024111354310712
6.130769230769231,-2.4702980833421786,0.05002368000243797
6.15,-2.4620101086024575,0.04979728892277948
6.1692307692307695,-2.4533626175564125,0.049561610911008344
6.188461538461539,-2.4443407140858384,0.04931630792392086
6.207692307692308,-2.434928945541785,0.049061033354815105
6.226923076923077,-2.4251112871648917,0.04879543215565977
6.246153846153847,-2.4148711265275917,0.0485191409979189
6.265384615384615,-2.4041912480470122,0.048231788475218904
6.284615384615385,-2.393053817621867,0.047932995351151274
6.3038461538461545,-2.3814403674513094,0.04762237485559875
6.323076923076924,-2.3693317810985963,0.047299533033048465
6.342307692307693,-2.356708278867491,0.046964069146415856
6.361538461538462,-2.343549403564566,0.04661557613993672
6.380769230769231,-2.329834006725968,0.04625364116469373
6.4,-2.315540235392789,0.045877846170321666
6.4192307692307695,-2.3006455195248625,0.04548776856637821
6.438461538461539,-2.2851265601486017,0.045082981956770324
6.457692307692308,-2.2689593183404075,0.04466305695048583
6.476923076923077,-2.2521190051531166,0.04422756205169015
6.496153846153847,-2.2345800725989697,0.043776064632005195
6.515384615384615,-2.2163162058085772,0.0433081319874862
6.534615384615385,-2.197300316491356,0.04282333248244786
6.5538461538461545,-2.1775045378288733,0.04232123678186111
6.573076923076924,-2.1569002209383394,0.0418014191735373
6.592307692307693,-2.135457933049312,0.04126345898074161
6.611538461538462,-2.1131474575422207,0.04070694206522137
6.630769230769231,-2.089937796002785,0.040131462419901474
6.65,-2.0657971724516213,0.039536623849683664
6.6692307692307695,-2.0406930399133256,0.03892204173789144
6.688461538461539,-2.0145920894940796,0.038287344894927716
6.707692307692308,-1.987460262141273,0.03763217748466187
6.726923076923077,-1.9592627632628454,0.03695620102294137
6.746153846153847,-1.9299640803878868,0.03625909644143693
6.765384615384615,-1.8995280040535971,0.03554056620878854
6.784615384615385,-1.867917652106905,0.034800336499732826
6.8038461538461545,-1.835095497611975,0.034038159401576215
6.823076923076924,-1.8010234005572727,0.03325381514604249
6.842307692307693,-1.7656626435581488,0.03244711435319602
6.861538461538462,-1.7289739717526598,0.03161790027283262
6.880769230769231,-1.6909176370897945,0.030766051007469597
6.9,-1.6514534472103535,0.02989148169987592
6.9192307692307695,-1.6105408191212913,0.028994146666990076
6.938461538461539,-1.5681388378644472,0.028074041461104537
6.957692307692308,-1.5242063203801246,0.02713120483838168
6.976923076923077,-1.4787018847647984,0.0261657206141337
6.996153846153847,-1.4315840251202272,0.02517771938387873
7.015384615384615,-1.3828111921882933,0.024167380089004323
7.034615384615385,-1.3323418799615416,0.023134931405951492
7.0538461538461545,-1.2801347184537957,0.022080652938206293
7.073076923076924,-1.2261485728074037,0.021004876191059847
7.092307692307693,-1.1703426489040103,0.01990798531010208
7.111538461538462,-1.1126766056330668,0.018790417565742554
7.130769230769231,-1.0531106739566034,0.017652663567719846
7.15,-0.9916057828892397,0.016495267195557745
7.1692307692307695,-0.928123692488505,0.015318825233244947
7.188461538461539,-0.8626271339215796,0.014123986699034708
7.207692307692308,-0.795079956639879,0.012911451864156438
7.226923076923077,-0.7254472826517728,0.011681970957366818
7.246153846153847,-0.6536956678354847,0.010436342555602841
7.265384615384615,-0.5797932701782105,0.009175411664482951
7.284615384615385,-0.503710024762992,0.007900067495978021
7.3038461538461545,-0.4254178252518031,0.00661124095418732
7.323076923076924,-0.3448907115304488,0.005309901843726583
7.342307692307693,-0.2621050630891677,0.003997055818718666
7.361538461538462,-0.17703979761109853,0.0026737410936834853
7.380769230769231,-0.08967657413012282,0.001341024940701411
7.4,6.603097876185426e-16,2.0634680863079457e-17
7.4192307692307695,0.09200215921073754,-0.0013482195664668176
7.438461538461539,0.18633876791800819,-0.002702502046872045
7.457692307692309,0.2830151079750682,-0.004061702243673209
7.476923076923077,0.3820326666816866,-0.005424665595887103
7.496153846153847,0.48338892679678896,-0.006790232324749841
7.515384615384615,0.5870771601445364,-0.008157241568010577
7.534615384615385,0.6930862265430742,-0.009524535468625058
7.5538461538461545,0.8014003799160346,-0.010890963184637718
7.573076923076924,0.9119990835678051,-0.01225538478857169
7.592307692307693,1.0248568367089268,-0.013616675026622707
7.611538461538462,1.1399430144056375,-0.014973726910353568
7.630769230769231,1.2572217231925995,-0.016325455116340575
7.65,1.3766516746270414,-0.01767079917227878
7.6692307692307695,1.498186079072206,-0.019008726411338744
7.688461538461539,1.6217725619748737,-0.02033823468001404
7.707692307692309,1.7473531048430113,-0.02165835478823234
7.726923076923077,1.8748640130329457,-0.022968152694051964
7.746153846153847,2.0042359123195035,-0.024266731418761886
7.765384615384615,2.1353937760456807,-0.025553232691573776
7.784615384615385,2.268256984432037,-0.026826838326293092
7.8038461538461545,2.402739417368932,-0.02808677133530916
7.823076923076924,2.538749581721347,-0.029332296788930862
7.842307692307693,2.676190773846709,-0.030562722430454624
7.861538461538462,2.814961277666884,-0.03177739905937869
7.880769230769231,2.9549545982497003,-0.03297572069684215
7.9,3.096059730449507,-0.034157124548668115
7.9192307692307695,3.2381614617366057,-0.035321090782327196
7.938461538461539,3.381140707919151,-0.03646714213472214
7.957692307692309,3.5248748800360366,-0.03759484336794373
7.976923076923077,3.669238280283218,-0.03870380059008757
7.996153846153847,3.814102524437437,-0.03979366045788326
8.015384615384615,3.9593369878674025,-0.04086410927729933
8.034615384615385,4.104809271882718,-0.04191487201750076
8.053846153846155,4.250385686869802,-0.04294571125256987
8.073076923076924,4.395931748411115,-0.04395642604431854
8.092307692307692,4.541312682382063,-0.04494685077833891
8.111538461538462,4.686393934875032,-0.045916853964210955
8.130769230769232,4.831041682715013,-0.0468663370095397
8.15,4.975123340307685,-0.04779523297626299
8.169230769230769,5.118508058599388,-0.04870350532647936
8.188461538461539,5.261067212028386,-0.04959114666392202
8.207692307692309,5.402674869505982,-0.05045817747616386
