External pH,Proton Flux (/s),Substrate Flux (/s)
8.226923076923077,5.54320824568071,-0.05130464488169696
8.246153846153847,5.682548129004348,-0.05213062138519466
8.265384615384615,5.820579283429293,-0.05293620364354309
8.284615384615385,5.9571908209168605,-0.05372151124462525
8.303846153846155,6.092276542316589,-0.054486685500343926
8.323076923076924,6.22573524458229,-0.0552318882549874
8.342307692307692,6.357470992711231,-0.05595730070975378
8.361538461538462,6.48739335522208,-0.05666312226405477
8.380769230769232,6.615417602416801,-0.057349569374103355
8.4,6.741464867094193,-0.05801687442924087
8.41923076923077,6.865462267791237,-0.05866528464646327
8.438461538461539,6.987342995016778,-0.05929506098365377
8.457692307692309,7.107046361305489,-0.059906477072108895
8.476923076923077,7.224517816252202,-0.060499818169038815
8.496153846153847,7.339708927986543,-0.06107538013083226
8.515384615384615,7.452577332809574,-0.0616334684079787
8.534615384615385,7.563086654939126,-0.062174397062642245
8.553846153846155,7.671206398494744,-0.0626984878099626
8.573076923076924,7.776911813999319,-0.06320606908422702
8.592307692307692,7.880183741781021,-0.06369747513109862
8.611538461538462,7.981008434728732,-0.06417304512710564
8.630769230769232,8.079377362888401,-0.0646331223275902
8.65,8.175287002388902,-0.06507805324428328
8.66923076923077,8.268738611156877,-0.06550818685361583
8.688461538461539,8.359737993823929,-0.06592387383679661
8.707692307692309,8.448295258149967,-0.06632546585258985
8.726923076923077,8.534424565185747,-0.06671331484360539
8.746153846153847,8.61814387528089,-0.06708777237678605
8.765384615384615,8.699474691912153,-0.06744918901862952
8.784615384615385,8.778441805165764,-0.0677979137455343
8.803846153846155,8.855073036558242,-0.06813429338949915
8.823076923076924,8.929398986727016,-0.06845867211924905
8.842307692307692,9.001452787366304,-0.06877139095670153
8.861538461538462,9.071269858628506,-0.06907278732853207
8.880769230769232,9.138887673058354,-0.06936319465244895
8.9,9.204345526978212,-0.06964294195764588
8.91923076923077,9.26768432009942,-0.06991235353876774
8.938461538461539,9.328946343997941,-0.07017174864260305
8.957692307692309,9.38817507996386,-0.0704214411866064
8.976923076923077,9.445415006613505,-0.07066173950825456
8.996153846153847,9.500711417541691,-0.07089294614415523
9.015384615384615,9.554110249189076,-0.0711153576377525
9.034615384615385,9.605657919006868,-0.07132926437441414
9.053846153846155,9.655401173917294,-0.07153495044263551
9.073076923076924,9.703386948994115,-0.07173269352006006
9.092307692307692,9.749662236221782,-0.07192276478299016
9.111538461538462,9.794273963134982,-0.07210542883804799
9.130769230769232,9.837268881091651,-0.07228094367464166
9.15,9.878693462891382,-0.07244956063689631
9.16923076923077,9.918593809417311,-0.07261152441372279
9.188461538461539,9.957015564952213,-0.07276707304571665
9.207692307692309,9.994003840798495,-0.07291643794760741
9.226923076923077,10.029603146815953,-0.07305984394500993
9.246153846153847,10.06385733048066,-0.07319750932426791
9.265384615384615,10.096809523061962,-0.07332964589422027
9.284615384615385,10.128502092512504,-0.07345645905876629
9.303846153846155,10.158976602667193,-0.07357814789915294
9.323076923076924,10.188273778351437,-0.07369490526495688
9.342307692307692,10.216433476005571,-0.07380691787278477
9.361538461538462,10.243494659441504,-0.07391436641176694
9.380769230769232,10.269495380358252,-0.07401742565497155
9.4,10.294472763255403,-0.07411626457591823
